codbarras;descrip
7591821210622;MAGALEX 100MG CAP X 60 FARMA
678358669516;MAGNESIO 400MG X 30 CAP NATURISTIK
678358669509;MAGNESIO 400MG X 60 CAP NATURISTIK
7592946001362;MAGNESIO 600MG X 60 CAP ARCO IRIS
733739012838;MAGNESIUM 400 MG 180 VCAPS
7591619519159;MAILEN 5 MG X 10 COMP KLINOS
7591619519142;MAILEN 5 MG X 30 COMP KLINOS
7591619519135;MAILEN JARABE 2,5 X 50 ML KLINOS
196852522460;MAIT NORETTIST.E 50MG/ESTRADIOL V. 5MG X 1AMP
3515450078174;MANHAE X 30 CAP POLINAC
7730969300103;MANTIXA 2,5 MG X 30 COMP
7730969300073;MANTIXA 5 MG X 30 COMP
7599028000695;MANZANILLA 5 G LYA
7591196000323;MARADEX SUSPENSIÓN OFTÁLMICA 5ML OFTALMI
7591619520490;MARTESIA 150MG X 14 CAPS KLINOS
7591619520506;MARTESIA 300MG X 14 CAPS KLINOS
7591619520483;MARTESIA 75MG X 14 CAPS KLINOS
7597467000832;MASCARA D/OXIGENO ADUL C/RESERVORIO PLUSMEDIC
7597467000542;MASCARA DE OXIGENO ADUL PLUSMEDIC  X 1UND
7597467000559;MASCARA DE OXIGENO PED PLUSMEDIC  X 1UND
7591196001603;MATILOL 0,50% SOL OFTALMICA X 6ML OFTALMI
18904187895734;MAXIFUR NITROFURANTOINA 50MG X 30 CAPS TIARES
8906069872553;MEDROXIPROGESTERONA TAB 10 MG X 10 KMPLUS
730170649364;MEDROXIPROGESTERONA TAB 5 MG X 10 KMPLUS
7592946000198;MELATONINA 3 MG X 60 CAP ARCO IRIS
7591241833456;MELAX LAXANTE NATURAL POLVO FCO 200G BIOTECH
7593090002434;MELIGEN 10MG X 30 TAB FC PHARMA
7592454162050;MELOXICAM 15 MG TAB X 10  LA SANTE
7598176000472;MELOXICAM 15 MG TAB X 10 ANGELUS
1890604759533;MELOXICAM 15 MG X 100 TABLETAS JMW
7750215010310;MELOXICAM 15MG  x 100 TAB  PORTUGAL
7591585178022;MELOXICAM 15mg TAB x 10 GENVEN
7591196001078;MELOXICAM 7,5MG X 10 TAB OFTALMI
7501384547912;MEMANTINA 10 MG 28 TAB  PSICOFARMA
8901463160657;MEMANTINA 10 MG X 14 TAB  BIUMAK
7599028000497;MENTOL 10 G LYA
7594001560388;MENTOL DAVIS 28.35G (1 ONZA)  GENIA CARE
7594001564003;MENTOL DAVIS EUCALIPTO 30G GENIA CARE
7594001564027;MENTOL DAVIS PLUS 30G GENIA CARE
7594001564041;MENTOL DAVIS SPORT 75G GENIA CARE
7594001564058;MENTOL DAVIS SPORT-MENT AEROSOL 75G GENIA CA
7593090001628;MENTORUB 15GR FC PHARMA
7593090000959;MENTORUB 30 GR FC PHARMA
7593090000966;MENTORUB 60 GR FC PHARMA
7591822002929;MERENGADA DE PROTEINA WHEY PROTEIN 250GR
7592349953077;MERTHIOLATE 0,13% INCOLORO X 60 ML VARGAS
7592349953152;MERTHIOLATE 0,13% TINTURA ROJA x 60 ML VARGAS
7592601303893;MESAMESYN 3MG-0.02MG X 28 TAB MEYER
7501303438802;MESIGYNA INYECTABLE 1X1 ML BAYER
75971212;MESPEN 1G (MEROPENEM) AMP IV ALESS
20800790253;METAMUCIL X174 G NARANJA  FARMA
7591243833805;METFORMINA  CLORHIDRATO 500MG X 30TAB BIOTECH
8904306502201;METFORMINA - LIPIMET 850MG X100 TAB PRISM
8904210707389;METFORMINA 1000 MG X 30 TAB BIOMERCY
7598176000311;METFORMINA 1G X 30 TAB ANGELUS
7591519000238;METFORMINA 500 MG X 14 TAB CALOX
7591519003727;METFORMINA 500 MG X 28 TAB CALOX
7597758000084;METFORMINA 500 MG X 30 TAB ALESS
7598176000083;METFORMINA 500 MG X 30 TAB ANGELUS
7598981002609;METFORMINA 500 MG X 60 TAB VITALPHARMA
795853122220;METFORMINA 500MG X 30 TAB BIUMAK
1890604759519;METFORMINA 850 MG X 100 TAB JMW
7591519000269;METFORMINA 850 MG X 14 TAB CALOX
7591519003734;METFORMINA 850 MG X 28 TAB CALOX
7503004908776;METFORMINA 850MG 30 COMP CCM
8906069872539;METFORMINA 850MG X 10 TAB KMPLUS
7467922680971;METFORMINA 850MG X 100 TAB FARQUI
7598176000496;METFORMINA 850MG X 30 TAB ANGELUS
795853122213;METFORMINA 850MG X 30 TAB BIUMAK
720524031228;METFORMINA 850MG X 30 TAB LATTAN
7594001101949;METFORMINA CLOHIDRATO 500MG X 30 TAB PLUSAND
7591585174680;METFORMINA HCL 500MG X 30 CR GENVEN
7591585174956;METFORMINA HCL 850MG X 30 CR GENVEN
7592236002291;METILCANFOR 120 ML QUIM-FAR
6942189304200;METOCLOPRAMIDA 10MG X10 TAB KMPLUS
7591020001427;METOCLOPRAMIDA 10MG/2ML X 6 AMP SOL. INY. VAL
6921875009186;METOCLOPRAMIDA AMP IV 10M/2ML X 10 KMPLUS
7598981000780;METOPROLOL 50MG X 30 TAB JMW
8904180213477;METOTREXATO  2,5 MG TAB X 10 (TREXAMET) JMW
8904180213460;METOTREXATO  AMP 500MG X 5ML (TRETOXAT) JMW
7592601200314;METREN 500MG X 10 CAP BLANDAS VAGINAL MEYER
7592601200284;METREN 500MG X 10 TAB MEYER
7592601200291;METREN SUSP 125M X 120ML MEYER
7592601200307;METREN SUSP 250M X 120ML MEYER
7363722302320;METRONIDAZOL 0,5G/100ML INFUSION GLOBAL MEDIC
7703712031456;METRONIDAZOL 250 mg/5mL SUSP QUALITYMED
7597758001111;METRONIDAZOL 250MG/5ML SUSP ORAL 120ML ALESS
7502226291888;METRONIDAZOL 500MG TAB  X 30 TAB ALPHARMA
7468999181774;METRONIDAZOL 500MG X 100 TAB ALFA
7597758000671;METRONIDAZOL 500MG X10 OVULOS VAGINAL ALESS
7597758000534;METRONIDAZOL 500MG X10 TAB ALESS
7750215332641;METRONIDAZOL 500MG X100 TAB  PORTUGAL
7598176000168;METRONIDAZOL 500MG X30 TAB ANGELUS
7598252101048;METRONIDAZOL 500MG/100ML SOL INY DISTRILAB
8904187866065;METRONIDAZOL 750MG/MICONAZOL 200MG X6OVU TIAR
7597758000725;METRONIDAZOL 750MG/MICONAZOL 200MG X7OVU ALES
18906047595679;METRONIDAZOL CREMA 1% 40 MG UNILINK
7597285000021;METRONIDAZOL INF 500MG/100ML IPS
7502226296746;METRONIDAZOL SUSP 250MG/5ML CCM
7750215796597;METRONIDAZOL SUSP ORAL 250MG/5ML 120ML PORTUG
6942189304316;METRONIDAZOL SUSP PED 125MG/5ML X 100 ML KMPL
1890604759429;METRONIDAZOL SUSP. ORAL 250 MG / 5ML X 100 CC
7592806137088;METSIGLIN 500/50MG X 30 TAB RONAVA
7596139004185;MICODERM 50G SOMA
7592601301615;MICONAX 15%-4% CREMA VAGINAL X 40 GR MEYER
8904180213163;MICONAZOL (CUTIDERM) 2% CREMA 20 MG TUBO JMW
7597758000640;MICONAZOL 400MG OVULOS VAGINAL X3 ALESS
7861073904038;MICROSER 24MG X 20 TAB CCM
7596139000118;MIEL DE BORAX 30 ML SOMA
7730969306891;MIGRADORIXINA 125MG+1MG X 10 COMP KLINOS
7594000490846;MIGRAVAL 100 MG X 2 COMP ROEMMERS
7591619520681;MIGRAVAL 100 MG X 4 COMP ROEMMERS
7591619520698;MIGRAVAL 100 MG X 8 COMP ROEMMERS
7591585115737;MIGREN 650MG X 10 COMP  LETI
7591585615732;MIGREN 650MG X 8 BLISTER X 10 COMP REC LETI
7591585415738;MIGREN X20CR LETI
7592806132052;MILAX 8,5G POLVO SOL. ORAL X 20 SOBRES RONAVA
7592806132038;MILAX 8,5G POLVO SOLUCION X 120GR RONAVA
7592806132021;MILAX 8,5G POLVO SOLUCION X 360GR RONAVA
7596347792522;MINOXIDIL 2% 60ML SOTO GLOBAL
7705959885786;MINOXIDIL 2% SOLUCIÓN TÓPICA CCM
7703763672240;MINOXIDIL 5% SOLTOP X60ML LA SANTE
7705959885793;MINOXIDIL FORTE 5% SOLUCIÓN TÓPICA CCM
7591818251393;MIOVIT  JARABE X 180 ML COFASA
7591818113011;MIOVIT COMP. SOL. KIT X 1 AMP COFASA
7591818026366;MIOVIT COMP. SOL. KIT X 3 AMP
7591818715628;MIOVIT COMP. SOL. KIT X 6 AMP
7591818118030;MIOVIT GRAGEAS X 10 COFASA
7591818251386;MIOVIT GRAGEAS X 60 COFASA
7591818716687;MIOVIT JARABE S/A X 90 ml COFASA
7591818251331;MIOVIT SOL. GOTAS PED  X 20 ML COFASA
7598677000193;MIRTAZAPINA 15MG X 30 TAB. RECUBIERTAS CLEO
8904180212852;MIRTAZAPINA 30 MG X 10 TAB (EQUIBRAIN) JMW
7591020008747;MIRTAZAVAL 30MG X 30 TAB REC VALMOR
7594000491607;MISELLIM 10 X 20 COMP  KLINOS
7594001101567;MISULVAN COMPOSI JBE AD 15MG X120ML PLUSANDEX
7594001101550;MISULVAN COMPOSITUM JBE PED X120ML PLUSANDEX
7594001101727;MISULVAN FORTE 30MG-5MG/5ML 120ML PLUSANDEX
7594001100607;MISULVAN JBE 30MG/5ML X 120ML PLUSANDEX
7594001100614;MISULVAN JBE PED 15MG/5ML X 120ML  PLUSANDEX
7594001100591;MISULVAN PED SOL GTAS  X 30ML PLUSANDEX
7592601303916;MITAR 50 MCG/ 120 DOSIS MEYER
7707355052526;MIXEL 2% SUSPENSIÓN x 60 ML MEYER
7592349527124;MODERAN 10,1g/15mL SOLUCIÓN x 120mL VARGAS
7592454889667;MOMEQ CREMA X 15 g GRS LA SANTE
7591585110923;MONOSULPA SOL NSAL X 15 ML GENVEN
7598578000643;MONTDAC 10MG + 5MG X 10 TAB REC DAC 55
8904306503888;MONTELUKAST 10 MG (PRIMONTEL) X 10 TAB PRISM
7591196003447;MONTELUKAST 10 MG TAB X 30 OFTALMI
7598981002616;MONTELUKAST 10MG X 30 TAB JMW
7591196003461;MONTELUKAST 4 MG TAB X 30 OFTALMI
7592454891301;MONTELUKAST 5 MG TAB  MASTICAB PED X 10 ELTER
7591196003454;MONTELUKAST 5 MG TAB X 30 OFTALMI
7591585274229;MONTELUKAST CR 10MG X 10 GENVEN
8904180212944;MONTELUKAST SOD.(TELASKON) 10 MG X 10 TAB JMW
7591243834178;MONTRAX 10MG TAB X10 BIOTECH
7591243834185;MONTRAX 10MG TAB X30 BIOTECH
7591243834086;MONTRAX 4MG TAB MASTI X30 BIOTECH
7591243834130;MONTRAX 5MG TAB MAST. X10 BIOTECH
7591243834147;MONTRAX 5MG TAB MAST. X30 BIOTECH
7591196004093;MOVIMEX 15 MG X 10 TAB OFTALMI
7591196006110;MOXIDEX SOL OFT 5ML OFTALMI
8904306503895;MOXIFLOXACIN 400 MG (MOXICIN) X 10 TAB PRISM
7592454001625;MOXIFLOXACIN 400 mg TAB  X 7 VZL  LA SANTE
7591519008289;MOXIFLOXACINA 400 MG TAB  X 5 TAB CALOX
7591020008709;MOXVAL 400MG X 5 TAB REC VALMOR
7592803002594;MUCLAR 30 MG - 5 MG X 10 COMP DOLLDER
7592803002402;MUCLAR 30 MG - 5 MG/5 ML X 60ML. DOLLDER
7591818112021;MUCOBROL 4MG/5ML JBE 120 ML COFASA
7592946001539;MUCOFLEM JBE X 240 ML ARCO IRIS
7593090001154;MUCOLIN  15MG-0,01MG/5ML SOL. ORAL 120 ML FC
7591651723651;MUCOLIPTO 15MG/5ML JARABE PED 90ML ZUOZ
7592616583075;MUCOMAX  15mg/5ml SOL X 120ML KIMICEG
7591651722401;MUCORAMA 15MG JBE  X 118ML ZUOZ
7591196006530;MUCOXOL 30MG/5ML JBE X 120ML OFTALMI
7591243834574;MULTIDERM 2% UNGUENTO TUBO 15 G BIOTECH
7593090001888;MULTIVINOL PRENATAL X 60 TAB FC PHARMA
7593090001642;MULTIVINOL X 30 TAB FC PHARMA
7592601100492;MULTIVIRAL CAPS X 30 MEYER
7592601101093;MUPROBAN 2% UNG X 15GRS  MEYER
7592601101116;MUPROBAN UNG 2% 30G MEYER
7598252000839;N-BUTILBROM DE HIOSC 20MG/1ML X5 AMP DISTRILA
733739000859;NAC-ACETYL CYSTEINE 600 MG 100 VCAPS NOW
7593090001734;NACIVIT C 120GR GEL CORPORAL FC PHARMA
7593090001741;NACIVIT E GEL CORPORAL 120GR FC PHARMA
7591020001441;NACLODIN TAB 0.150 MG X 20 VALMOR
7591020009515;NACLODIN TAB 0.150 MG X 30 VALMOR
7592806133295;NACUA 40MG X 12 TAB RONAVA
8904180213019;NAFAZOLI CLORHID12MG/15ML (VISTABEN) JMW
7591585172884;NAFAZOLINA HCL 0,12MG/ML SOL OFT X15ML LETI
7594000491164;NAFINA CR 1% X 15GR  KLINOS
7592946005964;ÑAME SALVAJE X 60 CAP ARCO IRIS
7613036055253;NAN HA 1 BL DENWHPB217 12X 400 GR NESTLE
7596139000293;NANOCREAM 50G SOMA
7703712030459;NAPROXENO 250 MG TAB QUALITYMED
7591196003027;NAS 0.05% SOL NASAL PEDIATRICO X 15ML OFTALMI
7591196003140;NAS 0.1% SOL NASAL ADULTO X 15ML OFTALMI
7591585110930;NASIN 0,05% SOL NASAL X 15ML GENVEN
7592430000482;NATURALAX 20 CAPS JERICO
7591519001020;NEBINOX 5MG X 30 TAB CALOX
7591619000961;NEFROTAL 100MG X 10 COMP ROEMMERS
7591955558256;NEFROTAL 100MG X 14 COMP ROEMMERS
7591619001180;NEFROTAL 50MG X 30 COMP ROWE
7591619520834;NEFROTAL AMLO 50MG - 5MG X 30 COMP ROEMMERS
7591955558249;NEFROTAL COM 50 MG X 14 ROEMMERS
7591955558263;NEFROTAL H 100MG/25MG X 30 ROWE
7591955558270;NEFROTAL HCT 50 MG/12.5MG  X 14 ROEMMERS
7591955558287;NEFROTAL H 100 MG/12,5 MG X 30 ROWE
7730969306860;NEFROTAL H 100 MG/25 MG X 30 ROWE
7591616002166;NEMAZOL 10ML (ALBENDAZOL) BIOFARCO
7592803001221;NEMODINE 40 MG X 20 COMP. DOLLDER
7592803001313;NEMODINE 90 MG X 10 COMP. DOLLDER
7591619000329;NEOSTIGMINA 0.5MG/ML X 3 AMP ROEMMERS
7592946064251;NERSAN X 240ML (EQ. NERVIOSO) ARCO IRIS
7592946168287;NERSAN X 90 CAP (EQ. NERVIOSO) ARCO IRIS
7591016204825;NESTUM PREBIO 1 FE TRIGO MIEL 225G X 1 NESTLE
7591020081122;NEULEVAL 500MG X 10 TAB VALMOR
7591020080989;NEULEVAL 750MG X 5 TAB VALMOR
7592432005300;NEURIBE CAP x 30 VIVAX
7591821903609;NEURIXA 150MG  X 14 CAP  FARMA
7591585213389;NEUROMIX SOL INY IM 3ML X 1AMP LETI
7591585113382;NEUROMIX SOL INY IM 3ML X 3AMP LETI
7591585113368;NEUROMIX X 10 COMP LETI
7591585213365;NEUROMIX X 30 CAPS LETI
7591616002043;NEUTROX 240ML SAB. MENTA (ANTIACIDO) BIOFARCO
7591196007254;NEVAC 0.1% SUSP OFT. 5 ML OFTALMI
8904180212869;NIFEDIPINA (TENSIPINA) 30MG X 10 TAB  JMW
7598252101659;NIFEDIPINA 30MG X 30 TAB DISTRILAB
8904306502171;NIMESULIDE - NID100 100MG X 100 TAB PRISM
7598176000298;NIMODIPINA 30MG X 30 TAB ANGELUS
7591821802957;NINAZO 0,1% SOL GOTAS NASALES ADUL 15ML FARMA
7594003280048;NIOSILIN UNGÜENTO ANTISEPTICO VARGA
7592349722451;NIPE 100mg-0,25mg/mL SOL ORAL GOT X15 ML VARG
7592349551860;NIPE JARABE POR 120mL VARGAS
7703712031388;NISTATINA 100,00 UI/ML SUSP QUALITYMED
8904306501020;NITROFURANTOINA - NITROFUR 100MGX100TAB PRISM
7591519000924;NITROFURANTOÍNA 50 MG X 30 TABLETAS CALOX
7598578000735;NITROFURANTOINA 50MG X 30 TAB REC DAC 55
8902382730013;NIZOX 500mg X 6 TAB REC ZUOZ
7592454363754;NOGINOX VAG 1% CRE X 40GR /7 APLIC. PHARMETIQ
7592601303954;NONAFOL 10MG X 10 TAB MEYER
7592601303961;NONAFOL 10MG X 20 TAB MEYER
7592601303114;NONAFOL 10MG/ML SOL GOTAS X 15ML MEYER
7592601303923;NONAFOL 5MG x 10 TAB MEYER
7592601303930;NONAFOL 5MG x 20 TAB MEYER
7592803000835;NOPUCID LOCION X 100ML DOLLDER
7592803000811;NOPUCID SHAMPOO X 100ML DOLLDER
7592229003250;NORMIX 200MG TAB REC X 12 FARMA
7591243837452;NORSINA 500 MG-10 MG TAB EST 12TBAS BIOTECH
7591821902022;NOTOLAC 20mg TAB X 10 FARMA
7591821210134;NOTOLAC 30MG TAB SUBLINGUALES X 4 LF FARMA
7592349723229;NOVACODIN 50mg/5mL SOL ORAL x 120mL VARGAS
7592803000859;NOVARONA 200 MG X 10 DOLLDER
7707355056845;NOXPIRIN DIA X 12 SOBRES MEYER
7707355053424;NOXPIRIN DIA X 24 SOBRES MEYER
7707355053431;NOXPIRIN DIA X 6 SOBRES MEYER
7592601303237;NOXPIRIN DISP X 25 BLISTER MEYER
7592601303220;NOXPIRIN GRIP TAB X 12MEYER
7707355056852;NOXPIRIN NOCHE X 12 SOBRES MEYER
7707355054322;NOXPIRIN NOCHE X 24 SOBRES MEYER
7707355054339;NOXPIRIN NOCHE X 6 SOBRES MEYER
7592601302100;NOXPIRIN PED GOTAS  X 15ML MEYER
7592601000068;NOXPIRIN SOL ORAL 125MG-0.5MG/5ML 120ML MEYE
7592601000051;NOXPIRIN SOL ORAL 325MG-0.5MG/5ML 120ML MEYE
3515450083987;NUTRICAP/VITALIT ACON C/KARITÉ X 100ML POLINC
3515450083628;NUTRICAP/VITALITY SHAMP C/GERMEN TRIGO 200ML
3515450082478;NUTRICAPS / SHAMPÚ ANTICAIDA X 150 ML POLINAC
3515450082515;NUTRICAPS/ANTICAIDA AMPOLLAS 10 X 5ML POLINAC
6616000046166;NUTRICAPS/SECO DAÑADO ACOND X 100 ML POLINAC
6616000046098;NUTRICAPS/SECO DAÑADO SHAMPÚ X 200ML POLINAC
7597189000028;NUTRIFARM HAIRYNAILS CB X 30 PHARMATECH
7401078900118;OBBIAT (DIENO 2MG/ETINI 0.03 MG) X21COMP
7597467000115;OBTURADOR CATETER  CAJA X 100   PLUSMEDIC
7703763250820;OCAM PROTECT 20/15 X10 TAB PHARMATIQUE
7703763161782;OCAM PROTECT 20/7.5 MG X 10 TAB PHARMETIQUE
7591196002242;OCUPRED SUSP OFTALMICA 5ML OFTALMI
7591062900894;OFAFLAN 1,5% SP OR GT 30ML ELMOR
7591062016458;OFAFLAN 12.5MG SU X 6 ELMOR
6948403500533;OKI TOALLITAS HUM.BABY LOTION X 1 PAQ
8904306501037;OLANZAPINA - OLAFINE 10MG X100 TAB PRISM
7703763876334;OLANZATIQUE TAB 10MG X 14 PHARMETIQUE
7591585318794;OLMECAR 20MG X 30 TAB LETI
7591585218803;OLMECAR 40MG X 10 TAB LETI
7591585318800;OLMECAR 40MG X 30 TAB LETI
7592454891431;OLMESARTAN + HCT 40MG/12.5MG X 10 TAB ELTER
8904306502195;OLMESARTAN - PROLMETAN 20MG X 100 TAB PRISM
8904306502188;OLMESARTAN - PROLMETAN 40MG X 100 TAB PRISM
7597758000312;OLMESARTAN 20 MG X 30 TABLETAS ALESS
8904210707426;OLMESARTAN 20MG X 30 TAB BIOMERCY
7591519051841;OLMESARTAN 20MG X 30 TAB CALOX
7592454891219;OLMESARTAN 20X10  LA SANTE
7592454891226;OLMESARTAN 40MG X 10 LA SANTE
7598176001165;OLMESARTAN ANGELUS 40 MG  X 30 TAB. ANGELUS
7591585378798;OLMESARTAN MEDOXOMIL 20 MG X 14 COMP GENVEN
7591585378804;OLMESARTAN MEDOXOMIL 40 MG X 14 COMP GENVEN
7592454003575;OLMETIQUE 40MG TAB X 30 PHARMETIQUE
7591818716854;OLOCOF SOL OFTALMICA 5ML COFASA
7597758000060;OMEFLUX 20MG CAP X 10 ALESS PHARMACEUTICAL
75971182;OMEFLUX 40MG AMP X 1 IV ALESS PHARMACEUTICAL
678358669530;OMEGA 3 1000MG  X 30 CAP NATURISTIK
678358669585;OMEGA 3 1000MG  X 60 CAP NATURISTIK
7592946169635;OMEGA 3 1000mg X 60 CAP ARCO IRIS
787790474654;OMEGA 3 2000 MG X 60 CAPSULAS PHARMACORP
787790466659;OMEGA 3 X 100 CAP ETERNAL
7592946169659;OMEGA 3,6,9 X 60 CAP ARCO IRIS
7591196006233;OMEPRAZOL 20 MG CAP X 30 OFTALMI
7591196003386;OMEPRAZOL 20 MG CAP X 7 OFTALMI
18906047593477;OMEPRAZOL 20 MG X 100 CAP JMW
8901463131237;OMEPRAZOL 20 MG X 14 CAP VIA ORAL BIUMAK
7591585773814;OMEPRAZOL 20MG X 30 CAP LETI
7592349722758;OMEPRAZOL CAP 20 MG X 30 GENERICOS DE CALIDAD
7592349723717;OMEPRAZOL CAP 20 MG X 7 GENERICOS DE CALIDAD
8904278581532;OMEPRAZOL CAP 20MG X 100 TABS FAHD
7591519000153;OMEPRAZOL CAP 20MG X 14 CALOX
7591519001266;OMEPRAZOL CAP 20MG X 14 CAPS (MOROCHO) CALOX
7591585573810;OMEPRAZOL CAP 20MG X 8 LETI
7591585173881;OMEPRAZOL CAP 40MG X 10 GENVEN
7598578000179;OMEPRAZOL TAB 20MG X 20 DAC55
7598813000438;OMEPRAZOLE CAP 20 MG X 7 TAB   MM
7591619150000;ONDANSETRON 4 MG/5ML X 50 ML SOL ORAL KLINOS
8904306501051;ONDASENTRON - VOMIGON 8 MG X 100 TAB PRISM
7591196003942;OPAT SOL OFTALMICA X 5ML OFTALMI
118904180211692;OPRAZOL (OMEPRAZOL) 20MG X100 TAB FRASCO JMW
7591651722302;ORALZINC POLVO P/ SUSP S/MANDARINA ZUOZ
7591619000244;ORLIDIET 120MG X 30 CAPS KLINOS
7591619519050;ORLIDIET 60MG X 30 CAPS KLINOS
7591585114563;OROFENO 150 MG X 10 CR. LETI
7591243839753;OROZIM 192MG COMP REC X 20 BIOTECH
7594001560562;ORTOBAN GUATA  4 X3YDS 10CM2.70M 1 ROLLO
7594001560661;ORTOBAN GUATA  8 X3YDS 20CM2.70M X 1 ROLLO
7592946001546;OSTEOFLEX X 60 CAPSULAS ARCO IRIS
7703712032903;OXANTEL PIRANTEL 250MG/5ML SUSP QUALITYMED
18906047595648;OXCARBAMAZEPINA 600 MG X 100 TAB JMW
8904307705861;OXCARBAMAZEPINA 600MG X 30 TAB ALFA
7598981001053;OXCARBAZEPINA 300 MG X 30 TAB JMW
720524031136;OXCARBAZEPINA 300M X 30 TAB LATTAN
7598981001046;OXCARBAZEPINA SUSP ORAL 300MG/5ML X 60ML JMW
7591585112552;OXIDREN 150 MG X 1 TABLETA LETI
7591020007528;OXIMETAZOLINA 0,05 ADU X 15 ML GENCER
7591020007511;OXIMETAZOLINA 0.025% NASAL X 15 ML GENCER
730170649029;OXIMETAZOLINA 0.05% SPRAY NASAL X 10ML KMPLU
7591020001519;OXOLAMINA JARABE ADULTO X 120CC  VALMOR
7591020001526;OXOLAMINA JBE PED X 120ML GENCER VALMOR
7460536558193;PAMEZONE 20 MG X 14 CAPS MEGALABS
7703712033641;PAMOATO DE PIRANTEL 250 MG DISP X60 TAB QUALI
7591353699001;PAÑAL SIEMPRE SE INCONT.TALLA M 6X6 PHARSANA
5201263082627;PAÑALES NIÑOS BABYLINO N2 DE 3 A 6KG PAQ X50
5201263082573;PAÑALES NIÑOS BABYLINO N3 DE 4 A 9KG PAQ X56
5201263082580;PAÑALES NIÑOS BABYLINO N4 DE 7 A 18KG PAQ X50
7596211000227;PANTALLA SOLAR CORPORAL 120 ML 50+ ZOAH
7596211001118;PANTALLA SOLAR FACIAL ZOAH
8904210707181;PANTOBIO PLUS 40MG X 30 TAB BIOMERCY
720524031068;PANTOPRAZOL 40 MG X 14 TAB LATTAN
7597758000299;PANTOPRAZOL 40 MG X 7 TABLETAS ALESS
7591585370280;PANTOPRAZOL 40MGX10COMP/C/LETI
7597189000202;PAPAYA FRUIT X 30 TAB PHARMATECH
7750215074299;PARACETAMOL 100MG/ML GOTAS 10ML PORTUGAL
7750215575819;PARACETAMOL 120MG/5ML  JARABE 120ML PORTUGAL
7750215496886;PARACETAMOL 500MG X 100 TAB PORTUGAL
8906089281120;PARACETAMOL/IBUPROFENO/CAFEINA X 100 TAB JMW
7592946012788;PASIFLORA JBE NATURAL 120ML ARCOIRIS
7591619520254;PASIM 10MG GOTAS X 15 ML ROEMMERS
7592601303138;PASOLAX POLVO SOLUCION X 100GR MEYER
7591616000988;PASTA AL AGUA 100GRS  BIOFARCO
7591616001848;PASTA LASSAR X 50GR BIOFARCO
7596139000262;PASTEZINC 50GR SOMA
7597758001005;PATFLUX 40MG X 14 TAB ALESS
15050278003663;PAXIL CR 12,5 MG X 30 TABLETAS FARMA
5050278003567;PAXIL CR 25 MG X 30 TABLETAS FARMA
7591196006097;PEDIACORT SOL ORAL X 60ML OFTALMI
7361819980109;PEDIASOL 30 SABOR A MANZANA 500ML ZUPHARMA
7591585317025;PEGYT 150MG/ X 20 CAP LETI
20800753067;PEPTO-BISMOL X118 ML FARMA
7597467000191;PERICRANEAL  NRO 19X CAJA X 100  PLUSMEDIC
7597467000207;PERICRANEAL  NRO 21 CAJA X 100  PLUSMEDIC
7597467000214;PERICRANEAL  NRO 23 CAJA X 100 PLUSMEDIC
7597467000221;PERICRANEAL  NRO 25 CAJA X 100  PLUSMEDIC
7591196007193;PERIDONT SOLUCION ENJUAGUE ORAL 240ML OFTALMI
7591196004215;PERIDONT SOLUCION ENJUAGUE ORAL 350ML OFTALMI
7593090000324;PERLAVIS FEMME 200 ML  FC PHARMA
7593090000508;PERLAVIS FEMME 360 ML BAÑO INTIMO FC PHARMA
7593090002458;PERLAVIS FEMME PLUS JABON INTI 360ML FC PHARM
7593090000768;PERLAVIS FEMME TEENS 200 ML  FC PHARMA
7593090000348;PERLAVIS HOMME BAÑO INTIMO 200 ML  FC PHARMA
7596347793604;PEROXIDO DE BENZOILO  5% GEL 30G SOTO GLOBAL
7592601101154;PERTEN 1% CREMA X 20 GRS  MEYER
7592601301820;PERTEN 1% GEL TOPICO X 20 GRS  MEYER
7592601301813;PERTEN 1% SOL ATOM X 30ML MEYER
7592601301806;PERTEN 1% SOL TOPICA 1% X 30ML MEYER
7592601301837;PERTEN 250MG TAB X 20  MEYER
6223004861697;PHARMA-KT SURTID RELIEVES 5CM X 5M GENIA CARE
7594001563921;PHARMASTRIP FABRIC 4MM X 76MM GENIA CARE
7591585114778;PHARMORAT FORTE X 20 CAP BLANDAS LETI
8906112611863;PHENYTOPRA 250 MG/5ML IM/IV ADN MEDICAL
7591619000558;PIGRAL 75 MG X 14 TAB  ROWE
7598677000513;PIMATINA - QUETIAPINA 25MG 30 TABLETAS CLEO
7591519008630;PINAVERIUM BROMURO 100MG X 20 TAB CALOX
7591519008623;PINAVERIUM BROMURO 50MG X 20 TAB CALOX
7591619520797;PINAVIX 100MG X 30 COMP REC ROEMMERS
7591818111055;PINVEX, SOL X 10ML COFASA
7594000850084;PIPERAZINA 500MG/5ML X 120ML BIOQUIMICA
18906047595310;PIRACETAM 800 MG X 100 TABLETAS JMW
7592454172073;PIROXICAM 20 mg CAP X 10  LA SANTE
7750215021415;PLATSIDERM  SULFAD. DE PLATA 1%/06% CREMA 50G
3582910007647;PLAVIX 75MG X 14 COMP REC SANOFI
7592601200413;PLEXAMIN JBE X 120ML MEYER
7591619518367;PLIDAN COMP SOL INY 2 ML X 1 DOSIS IM/IV ROEM
7591619001135;PLIDAN COMPUESTO 10MG-125MG x 5 COMP MEGALABS
7591619518695;PLIDAN COMPUESTO COMP X 10 ROEMMERS
